Puffer1,Puffer2,Puffer3,Puffer4,Puffer5,Prozessdauer,Gesamtzeit
0.236,0.941,0.08,0.017,0.079,234,236.63293333333334
0.132,0.212,0.976,0.85,0.493,689,694.6094
0.187,0.182,0.398,0.055,0.903,364,369.616
0.218,0.776,0.805,0.571,0.625,448,455.67519999999996
0.496,0.445,0.266,0.612,0.873,536,543.1976000000001
0.56,0.772,0.162,0.562,0.977,621,628.7783999999999
0.728,0.533,0.091,0.373,0.108,678,682.099
0.002,0.107,0.632,0.473,0.746,625,634.7964000000001
0.791,0.87,0.772,0.315,0.434,510,521.036
0.441,0.001,0.079,0.087,0.504,518,523.2037333333334
0.417,0.056,0.745,0.657,0.163,175,182.0346
0.271,0.58,0.622,0.831,0.527,513,520.4048
0.578,0.478,0.145,0.265,0.866,411,418.359
0.519,0.281,0.385,0.184,0.315,498,507.09400000000005
0.791,0.187,0.256,0.03,0.13,651,652.6218
0.004,0.145,0.607,0.234,0.035,699,701.1506666666667
0.204,0.892,0.623,0.61,0.898,348,366.6974666666666
0.079,0.839,0.113,0.617,0.536,141,147.27813333333336
0.014,0.365,0.977,0.584,0.642,510,518.6062666666667
0.929,0.005,0.751,0.125,0.458,260,266.7796
0.411,0.714,0.284,0.785,0.471,151,158.64026666666666
0.074,0.148,0.675,0.235,0.035,211,214.978
0.855,0.826,0.342,0.217,0.17,49,53.550866666666664
0.783,0.404,0.674,0.148,0.927,650,657.072
0.304,0.079,0.452,0.865,0.226,172,180.97119999999998
0.704,0.18,0.025,0.524,0.463,82,91.25
0.592,0.77,0.78,0.218,0.238,365,369.7916
0.391,0.774,0.937,0.701,0.232,180,191.03773333333334
0.837,0.215,0.898,0.221,0.092,273,280.78066666666666
0.949,0.325,0.674,0.71,0.365,438,447.9432
0.395,0.485,0.461,0.248,0.209,73,77.785
0.855,0.531,0.005,0.868,0.724,519,532.2352
0.205,0.311,0.001,0.083,0.155,138,139.93699999999998
0.14,0.384,0.578,0.826,0.475,604,611.2115333333334
0.542,0.615,0.734,0.63,0.637,225,233.38846666666666
0.237,0.439,0.926,0.552,0.628,612,620.6249333333333
0.171,0.676,0.47,0.323,0.958,693,706.222
0.028,0.037,0.77,0.184,0.475,64,69.8912
0.136,0.437,0.076,0.787,0.41,279,287.15226666666666
0.156,0.03,0.752,0.945,0.726,83,95.5172
0.427,0.512,0.43,0.921,0.503,621,626.96
0.069,0.627,0.548,0.074,0.61,617,622.8921333333333
0.982,0.157,0.128,0.647,0.525,172,180.2716
0.257,0.22,0.879,0.028,0.799,299,309.9134666666667
0.348,0.368,0.521,0.189,0.04,111,114.3628
0.575,0.608,0.784,0.821,0.69,206,220.50266666666667
0.707,0.949,0.687,0.458,0.928,403,418.59319999999997
0.073,0.347,0.21,0.308,0.285,66,69.2432
0.337,0.971,0.586,0.118,0.341,401,409.28533333333337
0.784,0.74,0.71,0.846,0.002,81,92.94160000000001
0.673,0.385,0.551,0.221,0.646,487,497.57466666666664
0.039,0.889,0.256,0.405,0.579,323,331.0466666666667
0.046,0.483,0.825,0.006,0.923,297,313.25199999999995
0.45,0.392,0.27,0.1,0.472,446,453.68640000000005
0.627,0.272,0.741,0.94,0.828,211,217.02346666666665
0.265,0.406,0.88,0.151,0.811,602,617.6352
0.184,0.867,0.379,0.63,0.92,284,298.245
0.888,0.755,0.026,0.481,0.448,451,455.4266666666666
0.073,0.576,0.622,0.446,0.815,289,293.1766666666667
0.3,0.927,0.183,0.518,0.345,265,274.53333333333336
0.587,0.013,0.806,0.55,0.774,501,507.06733333333335
0.529,0.206,0.094,0.546,0.467,514,521.2732
0.805,0.469,0.56,0.47,0.077,121,127.06720000000001
0.302,0.657,0.393,0.049,0.941,675,682.6959999999999
0.947,0.018,0.79,0.225,0.098,233,240.2726
0.157,0.465,0.531,0.838,0.881,57,65.34960000000001
0.388,0.081,0.26,0.381,0.729,568,574.0657333333334
0.752,0.134,0.338,0.609,0.044,107,113.566
0.332,0.394,0.292,0.179,0.641,601,607.7059333333334
0.508,0.736,0.068,0.871,0.382,37,46.093599999999995
0.43,0.318,0.649,0.548,0.93,142,156.454
0.935,0.503,0.496,0.6,0.879,576,582.1344
0.09,0.004,0.011,0.677,0.108,384,388.73060000000004
0.347,0.693,0.265,0.785,0.368,205,213.50906666666666
0.88,0.28,0.313,0.545,0.139,293,297.2032
0.572,0.145,0.289,0.341,0.984,304,310.9446
0.765,0.745,0.904,0.775,0.969,187,206.79840000000002
0.066,0.825,0.466,0.271,0.605,571,581.5937333333334
0.455,0.16,0.89,0.156,0.236,223,229.64873333333335
0.419,0.524,0.084,0.65,0.421,153,157.28266666666667
0.026,0.778,0.889,0.797,0.001,268,279.9072
0.319,0.331,0.771,0.974,0.613,573,583.255
0.061,0.792,0.747,0.449,0.281,123,126.77973333333334
0.121,0.382,0.93,0.421,0.853,641,651.9072
0.572,0.584,0.324,0.258,0.117,144,152.9466
0.873,0.821,0.5,0.706,0.01,198,204.42973333333333
0.252,0.902,0.085,0.696,0.759,656,668.446
0.924,0.169,0.572,0.216,0.148,408,412.8874666666666
0.483,0.615,0.158,0.263,0.98,160,169.7668
0.439,0.034,0.081,0.35,0.008,171,172.022
0.733,0.9,0.121,0.118,0.642,482,490.33213333333333
0.341,0.284,0.247,0.747,0.704,352,355.8070666666666
0.348,0.431,0.201,0.658,0.79,434,447.432
0.31,0.528,0.598,0.951,0.169,252,260.3296
0.763,0.327,0.727,0.341,0.79,373,380.7237333333333
0.974,0.908,0.198,0.116,0.233,158,165.68660000000003
0.119,0.26,0.732,0.554,0.935,509,515.484
0.901,0.476,0.66,0.284,0.099,539,545.1925333333334
0.944,0.9,0.968,0.585,0.929,352,361.2642
0.814,0.235,0.153,0.094,0.542,396,400.829
0.197,0.958,0.764,0.945,0.858,580,594.1383333333333
0.213,0.061,0.625,0.928,0.607,460,468.3598666666667
0.419,0.087,0.943,0.911,0.969,492,501.5288
0.574,0.88,0.944,0.243,0.592,244,253.70453333333333
0.135,0.591,0.705,0.427,0.389,240,244.251
0.953,0.998,0.597,0.596,0.295,255,265.89206666666666
0.49,0.964,0.074,0.997,0.126,518,525.7418666666666
0.521,0.421,0.451,0.485,0.412,244,252.50693333333334
0.642,0.811,0.489,0.832,0.599,654,665.3945333333334
0.886,0.829,0.859,0.464,0.662,217,229.3444
0.771,0.705,0.954,0.834,0.206,658,674.3089333333334
0.902,0.03,0.278,0.848,0.838,73,82.37800000000001
0.84,0.499,0.599,0.946,0.307,603,619.7141333333333
0.223,0.016,0.217,0.878,0.218,411,416.508
0.588,0.958,0.088,0.748,0.188,108,112.46666666666667
0.285,0.17,0.475,0.372,0.406,510,514.4544
0.585,1.0,0.154,0.917,0.137,481,485.93333333333334
0.345,0.717,0.882,0.274,0.143,187,193.236
0.778,0.0,0.668,0.062,0.248,661,665.8393333333333
0.949,0.233,0.773,0.557,0.85,379,386.48879999999997
0.23,0.355,0.418,0.235,0.607,168,172.9352
0.817,0.504,0.423,0.582,0.572,369,380.04266666666666
0.859,0.9,0.807,0.601,0.754,650,661.2539999999999
0.37,0.352,0.899,0.934,0.328,642,658.4646
0.083,0.663,0.855,0.3,0.2,258,262.9392
0.009,0.999,0.059,0.953,0.94,544,556.8352000000001
0.482,0.08,0.7,0.417,0.142,130,138.192
0.512,0.157,0.431,0.017,0.781,80,86.49813333333334
0.863,0.551,0.562,0.742,0.265,375,383.4736
0.499,0.31,0.452,0.769,0.54,243,256.75166666666667
0.029,0.036,0.542,0.828,0.258,155,163.43866666666668
0.823,0.289,0.191,0.482,0.518,507,512.1936
0.643,0.032,0.613,0.196,0.694,282,289.25333333333333
0.618,0.386,0.164,0.853,0.664,569,577.0397333333333
0.34,0.513,0.56,0.771,0.039,370,378.01166666666666
0.922,0.449,0.982,0.23,0.257,533,537.6473333333333
0.621,0.086,0.739,0.207,0.903,221,230.4667333333333
0.353,0.507,0.753,0.294,0.955,34,44.215466666666664
0.396,0.374,0.274,0.138,0.749,278,283.84546666666665
0.25,0.479,0.106,0.724,0.23,433,441.1722666666667
0.126,0.094,0.434,0.89,0.852,342,357.0976
0.623,0.746,0.348,0.077,0.037,120,123.40853333333334
0.242,0.604,0.92,0.097,0.171,265,270.453
0.86,0.157,0.413,0.381,0.025,99,103.3328
0.092,0.687,0.986,0.876,0.208,399,410.95733333333334
0.184,0.997,0.369,0.882,0.069,343,356.36159999999995
0.785,0.9,0.636,0.371,0.707,89,100.4144
0.518,0.187,0.587,0.041,0.135,175,179.4232
0.645,0.033,0.35,0.613,0.28,116,123.48400000000001
0.494,0.701,0.961,0.771,0.292,138,148.56606666666667
0.174,0.902,0.792,0.304,0.472,297,305.9873333333333
0.964,0.001,0.769,0.576,0.393,90,97.0392
0.877,0.419,0.015,0.349,0.212,420,422.8106666666667
0.046,0.304,0.47,0.64,0.289,618,625.6874
0.097,0.865,0.629,0.895,0.567,378,387.45373333333333
0.665,0.793,0.187,0.077,0.501,429,435.75
0.805,0.569,0.45,0.729,0.008,117,125.33200000000001
0.875,0.566,0.726,0.781,0.139,619,629.672
0.932,0.093,0.529,0.308,0.893,686,700.0033333333333
0.134,0.557,0.528,0.117,0.702,574,580.8100000000001
0.67,0.947,0.839,0.713,0.192,616,623.1143999999999
0.546,0.511,0.944,0.36,0.839,651,661.0350000000001
0.568,0.055,0.344,0.079,0.956,639,642.6298666666668
0.09,0.302,0.468,0.983,0.35,614,622.2986666666667
0.018,0.896,0.435,0.999,0.704,189,200.33973333333333
0.992,0.208,0.991,0.9,0.68,240,251.381
0.031,0.397,0.006,0.035,0.344,477,479.16240000000005
0.607,0.657,0.197,0.76,0.415,542,552.6777999999999
0.296,0.523,0.3,0.453,0.113,299,303.9269333333333
0.978,0.768,0.662,0.041,0.961,263,274.99406666666664
0.758,0.499,0.561,0.741,0.428,174,187.6688
0.534,0.325,0.164,0.226,0.605,169,174.605
0.441,0.287,0.231,0.067,0.812,122,130.4504
0.805,0.066,0.234,0.845,0.287,539,548.4658666666667
0.461,0.413,0.219,0.753,0.655,598,606.231
0.62,0.959,0.322,0.076,0.253,607,611.7348000000001
0.81,0.261,0.041,0.326,0.608,668,674.9588
0.164,0.469,0.118,0.937,0.605,268,273.48600000000005
0.429,0.603,0.267,0.648,0.101,151,154.68866666666665
0.706,0.11,0.019,0.075,0.209,334,335.552
0.884,0.948,0.711,0.383,0.405,393,403.72866666666664
0.079,0.834,0.346,0.58,0.03,545,550.9556666666666
0.732,0.669,0.768,0.369,0.422,298,311.26666666666665
0.633,0.274,0.493,0.197,0.212,440,443.60639999999995
0.539,0.739,0.689,0.68,0.333,572,582.1628000000001
0.229,0.965,0.528,0.863,0.315,356,364.18533333333335
0.579,0.359,0.805,0.09,0.165,351,357.52933333333334
0.213,0.048,0.762,0.185,0.373,460,465.8933333333333
0.906,0.107,0.182,0.467,0.545,125,133.34533333333334
0.07,0.499,0.931,0.433,0.412,311,314.0612
0.239,0.676,0.908,0.145,0.105,130,133.97466666666668
0.45,0.903,0.207,0.44,0.218,228,235.63600000000002
0.552,0.053,0.963,0.407,0.153,698,707.504
0.499,0.6,0.648,0.953,0.572,58,67.62733333333334
0.731,0.989,0.713,0.165,0.639,324,330.3822
0.097,0.401,0.614,0.427,0.855,689,702.3768
0.077,0.211,0.264,0.488,0.169,117,123.26826666666668
0.471,0.801,0.27,0.429,0.804,691,705.365
0.471,0.978,0.057,0.181,0.385,273,277.8972
0.344,0.01,0.946,0.702,0.561,431,439.815
0.221,0.97,0.556,0.691,0.728,626,639.644
0.908,0.259,0.615,0.814,0.94,381,388.48466666666667
0.403,0.332,0.464,0.263,0.795,44,55.47853333333333
0.083,0.452,0.299,0.735,0.366,258,265.9848
0.383,0.418,0.701,0.473,0.404,104,111.71626666666667
0.044,0.484,0.849,0.495,0.413,574,578.5624
0.793,0.369,0.86,0.242,0.258,405,410.0952
0.234,0.23,0.598,0.814,0.97,279,295.24413333333337
0.196,0.612,0.95,0.849,0.403,230,236.454
0.289,0.581,0.278,0.747,0.995,415,423.8816
0.445,0.077,0.901,0.639,0.014,391,395.3472
0.706,0.491,0.449,0.991,0.492,539,551.612
0.169,0.667,0.471,0.338,0.057,646,651.1600666666667
0.724,0.297,0.435,0.205,0.165,177,181.55253333333334
0.718,0.182,0.637,0.657,0.052,103,108.881
0.979,0.39,0.174,0.526,0.496,685,699.1876666666667
0.184,0.606,0.91,0.458,0.6,61,72.3468
0.115,0.208,0.431,0.308,0.975,504,509.8160666666667
0.039,0.204,0.564,0.46,0.794,388,397.5388
0.414,0.858,0.859,0.286,0.312,465,477.3516666666667
0.304,0.958,0.686,0.9,0.722,38,53.31733333333334
0.724,0.402,0.315,0.498,0.944,651,661.4096666666667
0.836,0.918,0.044,0.768,0.229,442,452.29746666666665
0.899,0.243,0.102,0.598,0.757,451,459.3925333333333
0.391,0.98,0.839,0.539,0.607,367,380.412
0.44,0.264,0.697,0.031,0.135,454,457.60080000000005
0.058,0.592,0.687,0.092,0.945,687,698.7544
0.155,0.302,0.423,0.37,0.258,540,546.3973333333333
0.811,0.989,0.082,0.214,0.043,513,515.7373333333334
0.077,0.159,0.253,0.298,0.784,678,685.5192
0.637,0.605,0.291,0.984,0.888,481,497.27413333333334
0.255,0.895,0.042,0.066,0.96,482,486.341
0.414,0.278,0.06,0.601,0.725,519,525.7004000000001
0.313,0.82,0.696,0.482,0.141,156,165.78853333333333
0.14,0.123,0.76,0.162,0.129,582,584.1114666666666
0.421,0.072,0.024,0.388,0.836,571,579.0674
0.491,0.829,0.909,0.501,0.513,688,701.8526666666667
0.539,0.937,0.325,0.726,0.783,487,506.05306666666667
0.976,0.24,0.333,0.401,0.867,649,662.4304
0.625,0.345,0.62,0.911,0.22,693,705.6704
0.118,0.336,0.629,0.091,0.588,489,492.18986666666666
0.84,0.903,0.468,0.358,0.404,354,365.50306666666665
0.073,0.596,0.437,0.267,0.184,68,71.04266666666666
0.71,0.607,0.46,0.741,0.857,195,204.84946666666667
0.16,0.602,0.13,0.093,0.195,406,409.3077333333333
0.58,0.858,0.463,0.184,0.455,60,65.8032
0.653,0.636,0.128,0.28,0.959,258,264.03093333333334
0.19,0.238,0.198,0.444,0.749,578,582.5206666666666
0.961,0.295,0.417,0.731,0.948,506,520.6524
0.832,0.073,0.746,0.477,0.879,134,140.9806
0.58,0.477,0.551,0.655,0.551,571,577.2788
0.059,0.623,0.145,0.118,0.241,260,263.64480000000003
0.958,0.27,0.818,0.498,0.253,419,423.806
0.687,0.875,0.546,0.426,0.7,144,158.2278
0.118,0.951,0.413,0.066,0.498,689,694.2112666666666
0.731,0.976,0.081,0.185,0.421,130,138.46413333333334
0.973,0.611,0.945,0.344,0.756,497,507.18600000000004
0.753,0.832,0.25,0.226,0.148,633,638.4524666666666
0.338,0.975,0.383,0.347,0.241,398,408.05
0.506,0.318,0.345,0.288,0.291,713,721.9301333333334
0.285,0.038,0.251,0.588,0.155,608,613.6546666666667
