Puffer1,Puffer2,Puffer3,Puffer4,Puffer5,Prozessdauer,Gesamtzeit
0.77,0.405,0.597,0.129,0.383,621,645.3684
0.722,0.03,0.796,0.968,0.042,181,211.45839999999998
0.448,0.071,0.076,0.519,0.302,690,709.084
0.763,0.415,0.786,0.17,0.254,601,623.8172
0.332,0.558,0.588,0.59,0.09,330,355.6938666666667
0.213,0.236,0.771,0.2,0.485,599,624.3068666666667
0.034,0.15,0.231,0.847,0.346,632,660.2669999999999
0.779,0.809,0.14,0.818,0.414,499,525.6527333333333
0.516,0.221,0.032,0.023,0.483,636,649.7692000000001
0.602,0.942,0.442,0.549,0.45,373,411.5373333333333
0.978,0.129,0.859,0.042,0.109,261,278.5005333333333
0.68,0.464,0.874,0.002,0.627,407,431.0851333333333
0.584,0.528,0.344,0.219,0.079,533,550.3492
0.467,0.165,0.483,0.053,0.635,63,88.53626666666668
0.571,0.608,0.216,0.715,0.466,685,713.975
0.528,0.011,0.177,0.763,0.063,450,471.6469333333333
0.142,0.611,0.011,0.852,0.726,323,357.3023333333333
0.047,0.286,0.132,0.281,0.712,112,135.9358
0.703,0.512,0.878,0.843,0.04,351,386.96293333333335
0.755,0.061,0.232,0.206,0.48,595,615.4671999999999
0.207,0.571,0.505,0.695,0.687,279,317.73706666666664
0.055,0.641,0.015,0.055,0.416,283,297.728
0.261,0.351,0.673,0.311,0.06,445,465.8196
0.555,0.883,0.231,0.022,0.405,562,584.217
0.046,0.009,0.398,0.745,0.077,218,239.8822
0.919,0.622,0.574,0.834,0.298,253,285.5210666666667
0.121,0.287,0.47,0.106,0.106,318,330.64386666666667
0.141,0.153,0.143,0.592,0.056,696,707.9816000000001
0.416,0.711,0.651,0.723,0.595,612,648.7004000000001
0.907,0.271,0.662,0.936,0.942,52,107.482
0.394,0.281,0.887,0.626,0.879,405,452.6725333333334
0.822,0.766,0.889,0.187,0.082,365,384.3608666666667
0.481,0.599,0.116,0.387,0.473,225,250.74
0.113,0.383,0.175,0.719,0.443,577,602.98
0.166,0.427,0.23,0.581,0.159,571,596.4327333333333
0.655,0.775,0.861,0.745,0.786,323,369.79200000000003
0.869,0.218,0.005,0.913,0.406,50,74.74040000000001
0.805,0.243,0.028,0.513,0.459,224,251.84706666666668
0.248,0.856,0.835,0.73,0.213,653,694.6866666666666
0.571,0.111,0.891,0.806,0.447,480,523.435
0.269,0.116,0.026,0.877,0.021,387,402.37066666666664
0.236,0.668,0.847,0.472,0.106,688,716.301
0.871,0.3,0.948,0.452,0.964,669,711.3129333333334
0.234,0.139,0.071,0.432,0.794,131,157.5484
0.019,0.241,0.811,0.741,0.237,206,236.693
0.71,0.395,0.535,0.06,0.653,584,611.3213333333333
0.937,0.59,0.296,0.23,0.566,141,167.11933333333332
0.348,0.375,0.58,0.482,0.35,466,489.4576
0.319,0.874,0.434,0.984,0.236,203,247.68766666666664
0.725,0.86,0.78,0.165,0.877,661,708.8393333333333
0.589,0.35,0.663,0.682,0.773,118,160.11626666666666
0.139,0.673,0.169,0.883,0.927,126,175.44046666666665
0.437,0.808,0.966,0.253,0.625,164,203.9872
0.887,0.796,0.262,0.598,0.695,272,314.616
0.429,0.872,0.763,0.871,0.586,222,272.0296
0.057,0.269,0.276,0.11,0.143,685,695.9994666666666
0.537,0.177,0.576,0.731,0.805,68,115.83999999999999
0.639,0.114,0.521,0.186,0.591,173,196.6988
0.255,0.668,0.614,0.937,0.667,288,325.8576
0.114,0.839,0.975,0.711,0.07,420,451.1166
0.285,0.922,0.516,0.057,0.693,98,122.56666666666666
0.818,0.29,0.224,0.1,0.492,45,62.41933333333333
0.215,0.964,0.015,0.3,0.055,271,282.9658
0.068,0.091,0.508,0.846,0.978,174,204.81386666666666
0.015,0.377,0.815,0.267,0.726,107,141.28533333333334
0.297,0.847,0.627,0.737,0.582,421,459.92
0.843,0.052,0.407,0.804,0.271,307,331.2604
0.675,0.081,0.198,0.969,0.863,317,356.1294666666667
0.993,0.318,0.94,0.096,0.779,78,118.73066666666666
0.523,0.091,0.403,0.481,0.499,597,619.3766
0.896,0.25,0.882,0.107,0.645,652,677.1370000000001
0.024,0.967,0.547,0.236,0.788,633,671.4562666666667
0.356,0.295,0.554,0.924,0.853,502,550.6174
0.741,0.935,0.163,0.737,0.978,210,253.75199999999998
0.062,0.241,0.348,0.375,0.584,375,399.4325333333333
0.817,0.952,0.018,0.315,0.708,307,342.35
0.823,0.23,0.442,0.002,0.431,251,270.72426666666667
0.609,0.239,0.206,0.21,0.244,158,176.072
0.215,0.572,0.541,0.262,0.514,55,76.56
0.096,0.853,0.621,0.029,0.24,454,474.58813333333336
0.405,0.526,0.32,0.301,0.595,202,235.85946666666666
0.364,0.155,0.67,0.323,0.079,96,116.39800000000001
0.539,0.751,0.732,0.419,0.739,548,590.2752
0.206,0.804,0.282,0.064,0.539,680,700.1995999999999
0.897,0.355,0.273,0.518,0.33,153,174.31306666666666
0.522,0.038,0.799,0.458,0.363,663,691.3392
0.266,0.526,0.741,0.922,0.251,651,691.1576
0.878,0.834,0.031,0.255,0.098,588,603.7661999999999
0.725,0.87,0.243,0.553,0.532,127,157.6508
0.192,0.209,0.476,0.58,0.75,255,290.13466666666665
0.254,0.9,0.517,0.785,0.643,215,264.13599999999997
0.581,0.72,0.93,0.439,0.153,655,678.4624
0.201,0.128,0.902,0.872,0.975,436,476.72520000000003
0.903,0.354,0.903,0.264,0.376,296,323.57280000000003
0.348,0.716,0.932,0.895,0.259,609,648.6941999999999
0.37,0.936,0.189,0.784,0.34,282,311.56066666666663
0.471,0.648,0.721,0.508,0.432,77,108.94653333333333
0.644,0.257,0.015,0.403,0.653,501,525.7253333333334
0.165,0.982,0.758,0.438,0.414,691,728.2866666666666
0.939,0.885,0.729,0.773,0.523,213,252.58453333333333
0.307,0.661,0.12,0.235,0.044,238,252.06553333333335
0.668,0.141,0.947,0.009,0.628,675,701.0101333333333
0.5,0.567,0.719,0.118,0.048,392,411.8132
0.693,0.426,0.189,0.897,0.425,325,362.0383333333333
0.989,0.978,0.827,0.54,0.133,219,249.25366666666667
0.856,0.909,0.969,0.952,0.029,308,338.5088
0.911,0.734,0.225,0.134,0.341,562,581.062
0.344,0.822,0.26,0.601,0.713,673,710.2778666666667
0.987,0.359,0.972,0.296,0.582,111,144.117
0.011,0.497,0.996,0.054,0.665,318,348.6382666666667
0.032,0.461,0.417,1.0,0.784,92,131.825
0.292,0.471,0.508,0.984,0.909,518,576.4428
0.873,0.953,0.614,0.205,0.206,103,129.74679999999998
0.867,0.246,0.85,0.589,0.807,409,449.5133333333333
0.216,0.351,0.816,0.601,0.321,568,606.35
0.499,0.147,0.659,0.02,0.673,37,60.20266666666667
0.376,0.471,0.827,0.995,0.254,691,726.5927333333333
0.629,0.663,0.123,0.825,0.259,146,180.59500000000003
0.685,0.104,0.872,0.833,0.046,493,519.3984
0.883,0.476,0.737,0.647,0.607,444,474.9408
0.822,0.16,0.662,0.6,0.484,233,265.85173333333336
0.533,0.49,0.382,0.709,0.629,562,598.8639999999999
0.459,0.886,0.176,0.734,0.365,313,343.08000000000004
0.006,0.786,0.866,0.692,0.355,388,424.0385333333333
0.829,0.344,0.234,0.95,0.376,209,240.0694
0.052,0.318,0.73,0.357,0.932,280,317.6572
0.528,0.711,0.804,0.063,0.451,522,546.7284000000001
0.521,0.629,0.395,0.223,0.798,565,598.4762666666667
0.171,0.184,0.494,0.154,0.968,178,207.40953333333334
0.928,0.574,0.091,0.354,0.805,350,383.2373333333333
0.769,0.745,0.088,0.491,0.171,455,479.5732
0.876,0.452,0.92,0.013,0.642,573,607.3288
0.841,0.333,0.047,0.344,0.25,477,493.52613333333335
0.15,0.247,0.417,0.887,0.274,81,110.52300000000001
0.584,0.842,0.294,0.669,0.4,117,153.52133333333333
0.257,0.033,0.957,0.771,0.523,409,449.31493333333333
0.141,0.238,0.534,0.838,0.755,663,698.5147999999999
0.018,0.68,0.91,0.964,0.251,321,354.803
0.293,0.103,0.962,0.279,0.746,201,231.18033333333332
0.254,0.784,0.042,0.452,0.889,655,687.2572666666666
0.048,0.89,0.823,0.011,0.095,665,686.8325333333332
0.99,0.413,0.84,0.44,0.943,502,544.5232666666667
0.899,0.067,0.211,0.154,0.538,617,639.5397333333333
0.982,0.105,0.152,0.381,0.423,166,186.44306666666665
0.875,0.631,0.345,0.664,0.921,684,726.4275333333334
0.316,0.879,0.342,0.073,0.239,707,728.7118
0.779,0.12,0.564,0.383,0.64,611,645.7339999999999
0.437,0.626,0.088,0.443,0.723,591,623.7853333333333
0.455,0.035,0.236,0.877,0.527,51,78.04533333333333
0.414,0.687,0.03,0.089,0.068,699,710.6688
0.132,0.326,0.877,0.215,0.395,32,54.91666666666667
0.251,0.109,0.703,0.429,0.784,601,639.332
0.159,0.666,0.989,0.626,0.063,473,506.4742
0.79,0.068,0.459,0.963,0.795,368,412.572
0.521,0.647,0.277,0.31,0.862,577,618.5264
0.179,0.862,0.97,0.429,0.235,518,547.2752
0.108,0.189,0.88,0.25,0.605,615,646.4644
0.244,0.702,0.668,0.511,0.154,404,433.31253333333336
0.818,0.304,0.262,0.311,0.827,469,496.83366666666666
0.052,0.008,0.15,0.435,0.046,499,510.6106666666667
0.745,0.19,0.114,0.919,0.802,128,166.4426
0.308,0.941,0.721,0.533,0.873,614,657.4
0.487,0.873,0.323,0.662,0.834,259,305.09200000000004
0.591,0.207,0.505,0.077,0.658,461,487.5113333333333
0.482,0.517,0.094,0.68,0.447,300,330.1634
0.641,0.796,0.944,0.311,0.772,453,492.32013333333333
0.286,0.218,0.695,0.799,0.081,342,372.7584
0.835,0.44,0.245,0.927,0.115,146,176.52293333333333
0.708,0.748,0.469,0.24,0.2,438,460.6554
0.782,0.739,0.086,0.51,0.787,526,561.6706
0.764,0.536,0.644,0.013,0.093,569,589.2823333333333
0.565,0.495,0.82,0.666,0.202,266,303.4198
0.571,0.044,0.333,0.974,0.509,107,145.33526666666666
0.514,0.026,0.551,0.502,0.002,204,221.7954
0.862,0.175,0.702,0.371,0.02,166,184.9544
0.309,0.151,0.072,0.551,0.002,329,341.164
0.263,0.429,0.438,0.184,0.336,241,263.9614
0.851,0.214,0.33,0.881,0.501,212,245.7452
0.886,0.375,0.603,0.252,0.451,361,390.51520000000005
0.19,0.305,0.739,0.818,0.502,281,319.129
0.223,0.559,0.371,0.017,0.825,563,590.0311333333333
0.547,0.81,0.195,0.736,0.725,531,566.4198
0.193,0.452,0.933,0.605,0.676,626,667.3696
0.056,0.837,0.345,0.24,0.13,221,239.375
0.053,0.943,0.019,0.962,0.759,47,79.13
0.653,0.497,0.375,0.898,0.545,456,492.9619333333333
0.339,0.648,0.663,0.494,0.87,673,720.0966666666667
0.219,0.036,0.012,0.561,0.077,448,459.824
0.05,0.881,0.515,0.225,0.768,411,436.9104
0.052,0.677,0.518,0.237,0.468,64,88.15893333333332
0.081,0.263,0.789,0.24,0.119,614,632.4179333333333
0.796,0.342,0.073,0.868,0.41,356,382.47700000000003
0.561,0.293,0.664,0.737,0.868,715,769.2203999999999
0.029,0.567,0.535,0.814,0.88,255,300.8656
0.982,0.509,0.619,0.251,0.886,675,713.4028
0.861,0.247,0.371,0.845,0.004,602,628.9928
0.882,0.938,0.882,0.037,0.329,96,132.4648
0.159,0.934,0.764,0.049,0.551,42,73.988
0.822,0.139,0.882,0.981,0.384,449,494.3926666666667
0.01,0.246,0.891,0.166,0.214,564,583.3087333333334
0.965,0.16,1.0,0.02,0.468,557,587.396
0.276,0.22,0.688,0.444,0.151,552,575.0143333333333
0.752,0.349,0.814,0.499,0.163,95,124.4932
0.11,0.38,0.931,0.842,0.584,709,750.1308
0.359,0.27,0.332,0.129,0.001,701,709.6976
0.698,0.982,0.64,0.039,0.351,405,432.70346666666666
0.598,0.92,0.438,0.517,0.42,292,321.568
0.809,0.389,0.483,0.297,0.337,441,465.42386666666664
0.188,0.158,0.562,0.377,0.899,77,108.6796
0.406,0.643,0.48,0.435,0.906,277,321.50280000000004
0.953,0.623,0.031,0.142,0.214,352,366.672
0.157,0.402,0.258,0.626,0.855,446,481.19120000000004
0.231,0.899,0.723,0.317,0.839,232,266.7796
0.366,0.527,0.713,0.737,0.077,157,188.24373333333332
0.184,0.623,0.462,0.046,0.759,461,488.63300000000004
0.217,0.516,0.187,0.762,0.131,162,182.21433333333331
0.585,0.006,0.208,0.615,0.723,408,444.48
0.419,0.294,0.176,0.862,0.741,440,470.69759999999997
0.028,0.266,0.078,0.547,0.385,554,577.2264666666666
0.705,0.107,0.057,0.412,0.281,680,692.1528
0.696,0.843,0.83,0.231,0.493,75,114.6528
0.094,0.302,0.836,0.883,0.698,181,224.63946666666666
0.405,0.909,0.693,0.006,0.973,171,204.70033333333333
0.584,0.323,0.29,0.881,0.945,450,480.35706666666664
0.148,0.459,0.929,0.157,0.669,529,561.8692000000001
0.322,0.373,0.303,0.445,0.458,214,234.15666666666667
0.065,0.445,0.505,0.847,0.604,661,694.7364
0.623,0.693,0.843,0.596,0.802,635,683.8296
0.202,0.659,0.414,0.222,0.12,188,207.55
0.376,0.969,0.694,0.718,0.705,468,508.29386666666664
0.053,0.308,0.826,0.451,0.855,463,493.75333333333333
0.729,0.445,0.446,0.336,0.85,582,613.9237333333333
0.193,0.222,0.38,0.674,0.051,36,59.324799999999996
0.414,0.486,0.097,0.929,0.608,373,415.165
0.37,0.134,0.97,0.577,0.19,610,636.7702666666667
0.567,0.265,0.581,0.722,0.199,45,78.615
0.441,0.625,0.093,0.19,0.556,719,738.836
0.044,0.307,0.223,0.781,0.33,107,134.65786666666668
0.924,0.831,0.087,0.468,0.757,687,725.5514666666667
0.254,0.018,0.214,0.169,0.202,644,653.7738666666667
0.471,0.12,0.927,0.383,0.809,110,149.90359999999998
0.93,0.638,0.172,0.733,0.443,320,352.52520000000004
0.701,0.979,0.909,0.757,0.204,293,323.81773333333336
0.723,0.329,0.382,0.234,0.507,396,418.7924
0.284,0.099,0.764,0.648,0.62,566,597.042
0.301,0.752,0.125,0.572,0.754,654,689.1488
0.395,0.181,0.591,0.722,0.807,163,200.1818
0.485,0.34,0.065,0.085,0.052,670,678.6239999999999
0.639,0.843,0.567,0.813,0.647,276,318.75286666666665
0.33,0.891,0.704,0.016,0.203,301,320.7978666666667
0.055,0.397,0.69,0.731,0.573,557,593.5736
0.135,0.219,0.827,0.195,0.186,424,438.6096
0.796,0.59,0.305,0.587,0.39,400,426.35966666666667
0.039,0.88,0.221,0.035,0.708,344,373.8910666666667
0.475,0.596,0.144,0.756,0.059,40,67.09
0.703,0.47,0.083,0.372,0.19,130,144.14466666666667
0.424,0.82,0.311,0.601,0.997,333,376.62120000000004
0.631,0.446,0.998,0.954,0.048,711,741.2912666666666
0.989,0.332,0.554,0.589,0.399,617,645.1086666666666
0.538,0.776,0.411,0.721,0.945,40,88.8296
0.246,0.804,0.307,0.998,0.315,574,609.0364000000001
0.242,0.377,0.607,0.696,0.198,569,596.2428
0.646,0.791,0.296,0.555,0.077,583,609.6980000000001
0.352,0.431,0.438,0.514,0.223,615,633.9966666666667
0.546,0.864,0.5,0.374,0.928,399,436.658
0.454,0.219,0.655,0.312,0.597,99,131.614
0.571,0.502,0.612,0.758,0.459,50,87.28213333333333
0.332,0.378,0.321,0.304,0.527,376,399.2145333333333
0.071,0.218,0.72,0.906,0.953,126,166.53866666666664
0.6,0.243,0.44,0.355,0.921,500,528.6654
0.105,0.436,0.193,0.908,0.14,106,137.7952
0.78,0.964,0.487,0.518,0.485,315,349.08626666666663
0.892,0.697,0.323,0.371,0.099,80,103.0296
0.596,0.309,0.855,0.536,0.887,401,443.1225333333333
0.948,0.014,0.489,0.843,0.785,528,568.908
0.499,0.859,0.606,0.685,0.974,595,641.58
0.948,0.095,0.977,0.2,0.022,344,363.5840666666667
0.72,0.915,0.78,0.298,0.476,659,690.5914666666666
0.249,0.727,0.088,0.974,0.809,337,379.93466666666666
0.084,0.879,0.641,0.704,0.218,283,315.7296
0.338,0.526,0.501,0.327,0.505,538,568.9396
0.541,0.93,0.711,0.131,0.485,48,76.4354
0.204,0.031,0.937,0.087,0.486,132,156.9813333333333
0.605,0.97,0.438,0.297,0.673,252,287.8912
0.654,0.376,0.881,0.812,0.844,381,423.9968
0.636,0.317,0.257,0.253,0.352,156,174.93113333333335
0.553,0.002,0.977,0.928,0.869,692,740.489
0.442,0.725,0.235,0.128,0.428,358,378.6460666666666
0.19,0.149,0.924,0.904,0.057,648,672.3474
0.738,0.513,0.791,0.942,0.026,513,553.175
0.53,0.694,0.987,0.866,0.233,151,196.63840000000002
0.365,0.038,0.538,0.89,0.885,99,138.49066666666667
0.98,0.656,0.485,0.516,0.133,334,368.10693333333336
0.82,0.366,0.459,0.108,0.962,87,118.59453333333335
0.1,0.047,0.887,0.613,0.06,75,102.2874
0.601,0.275,0.499,0.343,0.078,31,52.168
0.267,0.214,0.885,0.665,0.236,339,371.11533333333335
0.654,0.369,0.425,0.397,0.949,289,326.20000000000005
0.248,0.568,0.578,0.707,0.868,163,198.65813333333332
0.553,0.351,0.005,0.867,0.279,572,597.3497333333333
0.016,0.889,0.561,0.107,0.239,40,59.720000000000006
0.204,0.859,0.796,0.883,0.153,232,272.7398
0.695,0.534,0.962,0.447,0.869,314,362.15959999999995
0.179,0.371,0.19,0.709,0.977,288,324.848
0.003,0.51,0.099,0.413,0.661,313,339.3634
