Puffer1,Puffer2,Puffer3,Puffer4,Puffer5,Prozessdauer,Gesamtzeit
0.309,0.75,0.324,0.658,0.257,389,410.4336
0.014,0.133,0.249,0.8,0.794,183,199.394
0.707,0.518,0.412,0.156,0.258,650,664.679
0.842,0.177,0.687,0.612,0.048,560,577.0423333333333
0.568,0.251,0.073,0.815,0.563,101,116.21893333333334
0.004,0.993,0.22,0.643,0.583,257,275.98633333333333
0.906,0.116,0.439,0.738,0.69,145,171.571
0.936,0.995,0.614,0.314,0.171,424,443.71979999999996
0.257,0.08,0.806,0.316,0.539,371,384.13506666666666
0.431,0.556,0.144,0.426,0.02,117,130.10053333333335
0.905,0.763,0.58,0.755,0.096,435,447.78499999999997
0.319,0.15,0.788,0.797,0.637,249,269.58320000000003
0.408,0.303,0.568,0.622,0.754,574,593.1488
0.542,0.708,0.014,0.1,0.866,295,308.46000000000004
0.856,0.911,0.937,0.341,0.913,263,288.88079999999997
0.182,0.935,0.968,0.755,0.06,647,668.5176
0.86,0.929,0.359,0.08,0.493,670,684.476
0.003,0.995,0.582,0.027,0.498,326,347.12333333333333
0.659,0.96,0.734,0.674,0.197,283,303.3088
0.542,0.268,0.006,0.05,0.914,420,437.598
0.835,0.438,0.804,0.757,0.482,184,204.39679999999998
0.747,0.392,0.622,0.022,0.514,95,111.14666666666668
0.717,0.551,0.897,0.416,0.815,209,230.1812666666667
