Puffer1,Puffer2,Puffer3,Puffer4,Puffer5,Prozessdauer,Gesamtzeit
0.584,0.884,0.401,0.648,0.93,143,163.1544
0.882,0.993,0.773,0.957,0.192,481,504.94
0.493,0.304,0.423,0.037,0.779,166,177.97093333333333
0.354,0.075,0.652,0.64,0.453,582,605.312
0.692,0.131,0.766,0.839,0.147,634,653.5813333333333
0.325,0.151,0.553,0.43,0.486,136,155.308
0.575,0.539,0.876,0.668,0.167,494,515.8063999999999
0.465,0.247,0.346,0.145,0.772,646,657.5866
0.567,0.878,0.561,0.213,0.534,246,264.5690666666667
0.061,0.76,0.368,0.68,0.964,263,292.9933333333333
0.999,0.507,0.284,0.175,0.527,202,217.29333333333332
0.428,0.406,0.882,0.507,0.362,710,730.5973333333333
0.074,0.665,0.249,0.525,0.114,719,734.4272
0.354,0.738,0.496,0.64,0.696,488,510.4592
0.33,0.148,0.416,0.51,0.316,196,207.72053333333332
0.821,0.105,0.041,0.839,0.498,708,729.4666666666667
0.944,0.913,0.991,0.726,0.17,267,282.1952
0.081,0.459,0.031,0.562,0.056,117,125.92933333333333
0.251,0.572,0.015,0.756,0.432,359,378.4304
0.295,0.177,0.705,0.416,0.542,38,55.60706666666666
0.124,0.888,0.012,0.827,0.546,51,75.4536
0.066,0.356,0.711,0.297,0.338,595,608.5076666666666
0.316,0.091,0.354,0.808,0.007,442,453.9066
0.888,0.944,0.828,0.767,0.084,205,226.5784
0.423,0.462,0.034,0.838,0.548,697,715.6011333333333
0.944,0.62,0.688,0.921,0.032,454,474.4997333333333
0.912,0.266,0.974,0.019,0.962,575,599.0552
0.111,0.373,0.003,0.938,0.808,366,390.2424
0.557,0.788,0.772,0.623,0.118,583,606.5971333333333
0.092,0.934,0.554,0.296,0.289,305,322.0860666666666
0.553,0.189,0.915,0.529,0.296,329,347.90720000000005
0.61,0.883,0.778,0.338,0.958,552,576.5978666666666
0.735,0.875,0.394,0.892,0.535,306,331.1053333333333
0.382,0.873,0.387,0.118,0.044,319,327.7582
0.284,0.25,0.231,0.652,0.382,426,435.592
0.071,0.54,0.196,0.478,0.694,715,739.2114
0.627,0.358,0.323,0.889,0.791,127,153.19466666666665
0.687,0.639,0.315,0.359,0.403,82,95.57013333333333
0.291,0.974,0.134,0.65,0.791,91,110.61813333333333
0.232,0.583,0.985,0.654,0.579,267,294.6192
0.47,0.175,0.29,0.024,0.973,665,684.0662
0.935,0.116,0.302,0.674,0.36,571,588.0794
0.746,0.427,0.236,0.408,0.793,645,662.391
0.107,0.746,0.591,0.535,0.882,614,635.8284
0.498,0.767,0.459,0.883,0.135,103,120.77066666666667
0.675,0.003,0.43,0.471,0.949,685,694.7466666666667
0.524,0.289,0.375,0.22,0.837,141,158.5008
0.338,0.387,0.422,0.243,0.313,360,370.813
0.503,0.229,0.186,0.985,0.78,648,671.0855333333334
0.961,0.411,0.485,0.742,0.964,631,661.8728
0.121,0.56,0.573,0.557,0.35,197,209.02586666666667
0.664,0.475,0.488,0.04,0.401,346,361.729
0.631,0.367,0.841,0.061,0.013,286,295.51320000000004
0.345,0.574,0.641,0.995,0.087,622,637.1399333333334
0.924,0.803,0.752,0.555,0.897,60,88.34446666666666
0.867,0.664,0.88,0.367,0.286,415,428.9194
0.945,0.442,0.224,0.054,0.903,639,665.5173333333333
0.709,0.682,0.856,0.057,0.145,484,495.5609333333333
0.957,0.007,0.41,0.237,0.671,287,300.8752
0.767,0.784,0.136,0.166,0.38,635,647.383
0.813,0.051,0.279,0.652,0.496,363,383.52000000000004
0.666,0.383,0.915,0.132,0.194,666,682.6466666666668
0.557,0.062,0.359,0.411,0.284,568,580.8586666666666
0.555,0.609,0.909,0.357,0.338,641,654.7124
0.614,0.888,0.739,0.175,0.212,120,140.79886666666667
0.603,0.539,0.171,0.928,0.508,140,169.27946666666668
0.032,0.675,0.836,0.616,0.397,142,168.6848
0.019,0.431,0.74,0.291,0.695,322,333.868
0.95,0.444,0.234,0.189,0.477,424,439.52806666666663
0.821,0.421,0.598,0.994,0.705,326,351.5686666666667
0.532,0.063,0.084,0.183,0.934,207,222.5696
0.912,0.329,0.713,0.602,0.271,80,101.91786666666667
0.673,0.624,0.878,0.175,0.423,216,231.72266666666667
0.688,0.641,0.465,0.148,0.182,246,260.92546666666664
0.297,0.531,0.52,0.45,0.001,630,643.2272
0.168,0.418,0.832,0.238,0.155,92,107.33253333333334
0.95,0.265,0.987,0.254,0.711,605,629.6328
0.787,0.114,0.526,0.726,0.014,655,675.0412
0.5,0.385,0.182,0.558,0.476,250,265.8557333333333
0.936,0.82,0.858,0.229,0.862,94,110.6016
0.161,0.551,0.921,0.488,0.112,251,273.6650666666667
0.03,0.827,0.879,0.371,0.432,500,518.585
0.231,0.007,0.284,0.868,0.418,257,272.98159999999996
0.917,0.863,0.673,0.467,0.325,656,671.7663333333333
0.55,0.716,0.598,0.994,0.541,698,734.2509333333333
0.914,0.087,0.334,0.819,0.313,436,458.6412666666667
0.982,0.158,0.887,0.978,0.79,258,288.7346
0.401,0.06,0.289,0.957,0.162,313,328.2658666666667
0.586,0.254,0.907,0.837,0.203,252,269.4464
0.642,0.484,0.299,0.115,0.95,554,570.4629333333334
0.709,0.163,0.422,0.029,0.739,341,357.2986666666667
0.541,0.936,0.07,0.234,0.297,702,712.7605333333333
0.567,0.914,0.064,0.278,0.168,469,483.5248
0.494,0.098,0.7,0.372,0.83,141,163.47466666666668
0.283,0.812,0.881,0.126,0.727,675,694.6950666666667
0.815,0.774,0.062,0.045,0.451,403,413.96479999999997
0.516,0.663,0.456,0.954,0.68,419,451.66813333333334
0.011,0.736,0.483,0.21,0.526,108,126.7792
0.338,0.581,0.8,0.332,0.336,378,394.5792
0.341,0.48,0.99,0.913,0.67,103,136.0674666666667
0.545,0.844,0.498,0.733,0.04,694,715.4915333333333
0.742,0.422,0.768,0.438,0.695,461,490.7822
0.132,0.189,0.61,0.59,0.128,393,405.10400000000004
0.169,0.853,0.361,0.712,0.059,497,514.8962666666666
0.045,0.99,0.321,0.368,0.195,494,511.392
0.724,0.652,0.134,0.694,0.537,32,52.516600000000004
0.98,0.756,0.047,0.653,0.884,164,191.062
0.624,0.27,0.245,0.988,0.637,677,701.6984
0.519,0.522,0.416,0.147,0.619,79,93.71973333333332
0.524,0.679,0.396,0.686,0.119,611,631.0815333333333
0.038,0.124,0.914,0.017,0.509,244,251.8974
0.717,0.898,0.614,0.943,0.069,634,652.6384
0.017,0.942,0.236,0.329,0.138,450,462.3066666666667
0.748,0.887,0.634,0.859,0.839,657,689.1466666666666
0.411,0.456,0.148,0.018,0.424,234,245.34913333333333
0.549,0.885,0.562,0.425,0.65,540,561.492
0.288,0.735,0.329,0.021,0.27,532,538.4078
0.55,0.988,0.071,0.026,0.467,578,594.9148
0.616,0.487,0.668,0.191,0.254,59,76.2592
0.738,0.683,0.518,0.868,0.732,712,732.8606666666666
0.56,0.52,0.382,0.594,0.88,162,186.7572
0.822,0.35,0.962,0.761,0.771,535,559.8754
0.357,0.208,0.728,0.764,0.075,170,191.7192
0.623,0.597,0.205,0.525,0.626,76,94.89959999999999
0.126,0.552,0.516,0.172,0.439,569,579.1898
0.037,0.561,0.259,0.578,0.913,273,292.97613333333334
0.632,0.077,0.944,0.8,0.739,720,741.7268666666666
0.369,0.403,0.726,0.567,0.863,226,249.84640000000002
0.618,0.89,0.307,0.944,0.75,95,121.028
0.244,0.69,0.613,0.955,0.806,47,77.9222
0.833,0.324,0.079,0.545,0.063,186,197.51553333333334
0.224,0.665,0.95,0.458,0.999,493,519.2056666666667
0.972,0.369,0.716,0.359,0.175,712,729.6844666666667
0.871,0.097,0.544,0.828,0.574,543,570.8208666666666
0.719,0.62,0.55,0.589,0.864,56,90.28333333333335
0.873,0.357,0.921,0.662,0.423,651,676.5164
0.551,0.368,0.602,0.368,0.305,547,559.586
0.072,0.277,0.682,0.008,0.084,363,372.16373333333337
0.14,0.449,0.661,0.61,0.72,488,506.72606666666667
0.085,0.492,0.486,0.672,0.116,649,666.3850000000001
0.906,0.75,0.018,0.776,0.809,372,401.46759999999995
0.056,0.797,0.39,0.836,0.724,470,492.82933333333335
0.142,0.316,0.68,0.179,0.951,464,486.64566666666667
0.225,0.326,0.586,0.661,0.562,267,289.6492
0.75,0.544,0.247,0.52,0.052,326,338.7894
0.826,0.678,0.362,0.573,0.414,74,90.786
0.121,0.026,0.268,0.888,0.117,256,268.6145333333334
0.763,0.099,0.127,0.074,0.447,179,189.84439999999998
0.812,0.593,0.924,0.736,0.469,586,608.1298
0.055,0.858,0.61,0.542,0.278,666,685.5679333333333
0.384,0.144,0.492,0.594,0.173,720,736.5262666666666
0.41,0.353,0.693,0.166,0.663,605,615.0436
0.843,0.147,0.989,0.643,0.174,157,176.61960000000002
0.401,0.797,0.921,0.251,0.901,61,82.90293333333334
0.527,0.433,0.662,0.762,0.324,483,504.45866666666666
0.543,0.268,0.382,0.446,0.627,143,165.8608
0.451,0.151,0.111,0.9,0.388,646,666.7614666666666
0.443,0.073,0.543,0.271,0.347,109,121.0888
0.917,0.596,0.149,0.274,0.125,199,212.11613333333332
0.1,0.597,0.142,0.452,0.896,319,340.3546666666667
0.866,0.678,0.569,0.722,0.225,690,708.5313333333334
0.184,0.546,0.755,0.047,0.674,423,439.5643333333333
0.143,0.084,0.204,0.654,0.145,242,249.95946666666669
0.358,0.386,0.565,0.836,0.733,602,621.668
0.713,0.614,0.026,0.942,0.249,690,702.6576
0.624,0.27,0.123,0.852,0.045,245,257.7428
0.608,0.36,0.079,0.473,0.095,586,595.6989333333333
0.454,0.791,0.766,0.077,0.839,559,579.6196666666667
0.048,0.182,0.424,0.823,0.357,639,658.3815333333333
0.435,0.046,0.996,0.497,0.195,48,62.2516
0.929,0.663,0.058,0.793,0.987,603,629.6912
0.504,0.686,0.199,0.313,0.237,139,150.12933333333334
0.09,0.942,0.112,0.85,0.34,35,57.724
0.929,0.142,0.631,0.624,0.459,559,573.2146
0.228,0.303,0.401,0.855,0.96,243,276.5062
0.932,0.916,0.555,0.8,0.49,346,372.2054
0.082,0.33,0.955,0.705,0.248,716,737.9787333333334
0.388,0.697,0.412,0.514,0.691,82,105.8812
0.716,0.862,0.296,0.791,0.305,168,188.8442
0.024,0.366,0.912,0.656,0.108,607,618.0933333333332
0.841,0.069,0.145,0.515,0.845,449,470.0439333333333
0.39,0.458,0.589,0.019,0.442,444,455.4325333333333
0.726,0.832,0.176,0.776,0.716,322,346.9652
0.458,0.36,0.941,0.65,0.226,605,629.2238
0.362,0.631,0.641,0.034,0.686,216,234.0196
0.749,0.675,0.783,0.838,0.014,261,280.93733333333336
0.888,0.104,0.908,0.247,0.169,161,171.55226666666667
0.323,0.013,0.148,0.874,0.622,622,639.2643333333333
0.211,0.739,0.806,0.391,0.917,482,509.34933333333333
0.135,0.932,0.439,0.911,0.567,623,645.855
0.774,0.219,0.124,0.9,0.331,372,388.8695333333333
0.141,0.144,0.07,0.788,0.4,218,234.2148
0.561,0.746,0.961,0.844,0.172,415,440.6816
0.92,0.092,0.6,0.511,0.818,368,397.5241333333333
0.59,0.028,0.557,0.632,0.436,682,701.2016666666666
0.09,0.01,0.318,0.461,0.836,662,682.3189333333332
0.53,0.627,0.944,0.344,0.357,116,139.84946666666667
0.171,0.842,0.854,0.132,0.992,629,648.81
0.429,0.087,0.043,0.718,0.217,246,259.4418
0.825,0.113,0.387,0.545,0.966,241,261.2884
0.281,0.042,0.576,0.1,0.591,691,704.4384
0.621,0.234,0.086,0.624,0.238,162,177.099
0.753,0.876,0.213,0.898,0.977,319,345.34093333333334
0.975,0.005,0.157,0.598,0.7,589,607.1250666666666
0.951,0.75,0.001,0.756,0.448,445,462.49413333333337
0.368,0.572,0.635,0.269,0.793,567,596.3210666666668
0.668,0.882,0.545,0.533,0.338,280,299.45953333333335
0.834,0.306,0.269,0.126,0.807,615,635.376
0.166,0.156,0.693,0.565,0.245,485,499.09799999999996
0.673,0.443,0.312,0.038,0.628,407,418.574
0.785,0.086,0.215,0.631,0.618,218,239.16693333333333
0.669,0.487,0.824,0.216,0.905,307,336.7792
0.247,0.298,0.041,0.315,0.244,710,715.2838666666667
0.535,0.966,0.009,0.074,0.943,596,613.5116666666667
0.365,0.533,0.671,0.644,0.791,552,585.25
0.389,0.877,0.955,0.37,0.985,621,652.9564
0.899,0.339,0.557,0.193,0.732,90,105.87200000000001
0.05,0.407,0.844,0.385,0.166,478,492.60720000000003
0.041,0.599,0.95,0.018,0.491,580,594.9962666666667
0.301,0.701,0.82,0.766,0.951,114,141.1592
0.066,0.452,0.593,0.216,0.439,84,95.616
0.375,0.018,0.422,0.068,0.939,180,200.37493333333333
0.414,0.145,0.999,0.12,0.393,343,358.1601333333333
0.725,0.543,0.08,0.742,0.415,196,214.91733333333335
0.081,0.112,0.693,0.21,0.566,172,185.3188
0.001,0.091,0.759,0.416,0.701,123,144.3612
0.593,0.949,0.092,0.247,0.282,666,678.0516666666666
0.877,0.316,0.34,0.425,0.915,631,651.5426666666666
0.254,0.914,0.956,0.593,0.881,594,619.0176
0.806,0.359,0.92,0.744,0.448,605,629.6999999999999
0.478,0.886,0.708,0.036,0.398,284,299.18533333333335
0.843,0.677,0.181,0.468,0.512,691,705.3439999999999
0.399,0.347,0.87,0.206,0.595,126,141.004
0.475,0.233,0.112,0.001,0.778,243,260.5814
0.852,0.925,0.846,0.534,0.107,185,201.8768
0.023,0.08,0.527,0.349,0.101,275,284.529
0.225,0.851,0.598,0.596,0.989,651,688.57
0.373,0.784,0.178,0.317,0.449,310,329.5608
0.806,0.055,0.938,0.37,0.176,194,211.052
0.126,0.433,0.775,0.551,0.118,647,661.6664000000001
0.892,0.435,0.699,0.071,0.611,469,490.1141333333333
0.07,0.636,0.739,0.244,0.563,369,384.19
0.842,0.495,0.779,0.991,0.291,251,281.6816
0.333,0.549,0.948,0.912,0.629,79,106.30106666666666
0.997,0.993,0.022,0.346,0.603,318,332.89599999999996
0.719,0.75,0.311,0.082,0.571,119,137.1603333333333
0.534,0.751,0.448,0.697,0.243,360,376.7348
0.856,0.189,0.092,0.824,0.613,595,618.0882666666666
0.659,0.805,0.792,0.87,0.849,578,601.9153333333334
0.928,0.04,0.165,0.592,0.773,575,590.472
0.302,0.409,0.077,0.176,0.428,283,294.18666666666667
0.257,0.93,0.871,0.215,0.153,353,371.2176666666666
0.934,0.836,0.149,0.532,0.902,593,624.0111999999999
0.037,0.686,0.116,0.737,0.046,118,135.766
0.048,0.805,0.309,0.592,0.551,106,119.36053333333334
0.467,0.157,0.79,0.63,0.537,414,437.3968
0.844,0.016,0.227,0.924,0.999,515,543.6944000000001
0.551,0.01,0.834,0.507,0.776,458,478.3569333333333
0.91,0.611,0.505,0.276,0.937,315,343.308
0.373,0.288,0.02,0.731,0.305,485,499.1908
0.551,0.583,0.706,0.269,0.777,168,193.80159999999998
0.147,0.404,0.614,0.639,0.608,37,64.97666666666667
0.258,0.411,0.202,0.13,0.609,33,44.90226666666667
0.427,0.454,0.24,0.889,0.784,356,379.5098
0.628,0.018,0.918,0.223,0.563,489,503.725
0.525,0.594,0.63,0.134,0.099,50,59.88586666666667
0.617,0.945,0.455,0.303,0.718,420,441.9741333333333
0.025,0.146,0.544,0.419,0.348,405,420.37966666666665
0.832,0.742,0.163,0.711,0.44,202,222.93066666666667
0.924,0.043,0.357,0.263,0.322,512,525.9128
0.953,0.789,0.644,0.108,0.023,238,252.362
0.094,0.026,0.166,0.866,0.952,652,678.604
0.255,0.728,0.74,0.428,0.358,608,627.8213333333333
0.738,0.951,0.701,0.077,0.001,252,262.78613333333334
0.685,0.976,0.45,0.581,0.017,186,199.2184
0.341,0.145,0.935,0.845,0.448,232,248.30079999999998
0.897,0.553,0.94,0.719,0.811,565,596.344
0.652,0.212,0.487,0.411,0.291,614,632.0352
0.326,0.611,0.916,0.684,0.935,109,143.34053333333333
0.751,0.74,0.371,0.653,0.751,547,568.3642
0.374,0.695,0.854,0.174,0.986,435,458.22133333333335
0.278,0.549,0.493,0.725,0.909,252,273.97333333333336
0.072,0.219,0.674,0.849,0.067,58,70.526
0.944,0.341,0.553,0.675,0.111,657,676.184
0.566,0.063,0.167,0.639,0.752,444,465.02520000000004
0.625,0.531,0.29,0.114,0.383,545,560.1125333333333
0.465,0.053,0.719,0.23,0.844,261,281.9813333333333
0.916,0.367,0.46,0.498,0.489,123,139.42739999999998
0.947,0.098,0.732,0.358,0.68,642,660.5209333333333
0.213,0.202,0.184,0.646,0.694,381,397.8536666666667
0.895,0.524,0.029,0.242,0.514,530,548.9312
0.471,0.621,0.125,0.773,0.639,695,720.125
0.198,0.804,0.694,0.089,0.091,162,173.59086666666664
0.347,0.302,0.201,0.21,0.818,345,360.9938666666667
0.349,0.408,0.6,0.335,0.708,41,65.58099999999999
0.332,0.301,0.983,0.068,0.883,333,351.85400000000004
0.478,0.206,0.739,0.068,0.44,387,406.3405333333333
0.77,0.866,0.529,0.776,0.509,232,252.77439999999999
0.761,0.325,0.927,0.041,0.897,392,413.21840000000003
0.602,0.485,0.88,0.24,0.737,306,321.9426
0.83,0.91,0.757,0.807,0.062,322,345.6852
0.686,0.518,0.607,0.019,0.02,46,55.17353333333333
0.159,0.119,0.292,0.107,0.693,249,268.6308
0.974,0.52,0.254,0.565,0.502,120,139.6196
0.321,0.398,0.757,0.605,0.689,229,246.88913333333335
0.699,0.38,0.341,0.593,0.26,49,64.59013333333333
0.385,0.37,0.698,0.613,0.182,692,709.9880666666667
0.739,0.007,0.032,0.35,0.274,269,277.6856
0.82,0.503,0.979,0.184,0.216,129,141.2808
0.223,0.33,0.154,0.465,0.44,435,451.9356666666667
0.268,0.401,0.618,0.848,0.202,402,415.1868
0.623,0.44,0.959,0.127,0.923,383,403.90659999999997
0.684,0.998,0.747,0.848,0.131,558,583.1104
0.828,0.19,0.337,0.311,0.628,467,485.4884
0.439,0.746,0.635,0.188,0.289,612,629.2946000000001
0.573,0.303,0.144,0.638,0.798,574,602.2637333333333
0.932,0.059,0.029,0.099,0.467,700,705.9309333333333
0.273,0.741,0.914,0.719,0.044,540,561.2604
0.097,0.759,0.413,0.796,0.567,692,715.0698
0.056,0.332,0.306,0.707,0.829,378,407.2774
0.158,0.47,0.619,0.642,0.097,314,324.0133333333333
0.685,0.318,0.192,0.95,0.319,110,127.5008
0.36,0.989,0.594,0.294,0.794,461,482.62066666666664
0.041,0.755,0.543,0.538,0.061,340,358.0384
0.147,0.361,0.496,0.925,0.54,544,560.3464
0.842,0.303,0.891,0.021,0.304,633,647.1216666666667
0.742,0.228,0.022,0.558,0.942,285,303.60026666666664
0.062,0.025,0.427,0.248,0.157,162,170.66466666666665
0.467,0.251,0.176,0.627,0.752,490,508.636
0.684,0.426,0.47,0.519,0.087,463,478.2796
0.02,0.255,0.01,0.796,0.427,322,334.93379999999996
