Puffer1,Puffer2,Puffer3,Puffer4,Puffer5,Prozessdauer,Gesamtzeit
0.23,0.164,0.98,0.655,0.731,34,47.03066666666666
0.332,0.841,0.11,0.096,0.317,597,601.6005333333333
0.131,0.904,0.808,0.318,0.996,40,47.784333333333336
0.836,0.712,0.247,0.316,0.842,577,585.475
0.354,0.824,0.511,0.599,0.316,225,233.01173333333332
0.748,0.604,0.075,0.272,0.257,173,176.036
0.71,0.476,0.772,0.184,0.404,117,129.57013333333333
0.162,0.924,0.605,0.507,0.74,230,237.6424
0.171,0.709,0.002,0.207,0.788,326,332.363
0.778,0.084,0.742,0.193,0.864,694,705.5696
0.238,0.895,0.503,0.364,0.675,336,347.1573333333333
0.815,0.208,0.54,0.189,0.415,311,317.0608
0.203,0.415,0.556,0.84,0.109,508,514.606
0.969,0.225,0.896,0.154,0.986,517,528.5835999999999
0.215,0.308,0.843,0.832,0.327,286,294.32300000000004
0.403,0.381,0.094,0.555,0.805,361,370.7432
0.177,0.755,0.221,0.698,0.611,382,390.197
0.86,0.72,0.043,0.783,0.521,360,368.166
0.045,0.693,0.386,0.677,0.478,322,332.2493333333333
0.628,0.452,0.265,0.836,0.469,76,83.4816
0.795,0.475,0.084,0.075,0.405,550,556.3389333333333
0.061,0.448,0.918,0.191,0.134,246,250.459
0.689,0.098,0.046,0.162,0.958,312,320.18393333333336
0.467,0.484,0.39,0.429,0.887,493,506.42586666666665
0.424,0.238,0.208,0.613,0.905,615,621.2340666666666
0.548,0.607,0.144,0.81,0.356,357,365.1758666666667
0.236,0.433,0.4,0.888,0.463,52,63.436600000000006
0.497,0.214,0.953,0.092,0.274,562,567.8901333333334
0.73,0.782,0.19,0.347,0.997,239,253.1634
0.134,0.706,0.812,0.489,0.842,159,168.4714666666667
0.006,0.543,0.414,0.843,0.035,433,436.5286
0.11,0.864,0.493,0.016,0.484,181,189.1214
0.79,0.794,0.421,0.058,0.917,425,433.45799999999997
0.795,0.441,0.515,0.761,0.651,254,271.7725333333333
0.198,0.481,0.553,0.743,0.036,576,579.1845333333334
0.091,0.903,0.309,0.748,0.827,174,178.6438
0.755,0.92,0.613,0.295,0.028,36,44.4392
0.033,0.204,0.348,0.47,0.972,650,657.6766666666666
0.317,0.781,0.64,0.497,0.707,602,608.8361333333334
0.777,0.584,0.378,0.264,0.955,255,265.692
0.724,0.132,0.014,0.661,0.326,465,468.1824
0.584,0.337,0.128,0.694,0.324,262,269.64813333333336
0.962,0.36,0.816,0.004,0.563,365,373.8172666666667
0.498,0.858,0.951,0.965,0.561,466,481.6426666666666
0.551,0.685,0.273,0.627,0.141,105,111.34986666666667
0.01,0.469,0.726,0.007,0.023,245,248.70486666666667
0.128,0.178,0.742,0.127,0.463,177,183.27073333333334
0.653,0.352,0.163,0.881,0.162,719,724.356
0.022,0.037,0.526,0.733,0.702,528,535.5749333333333
