Puffer1,Puffer2,Puffer3,Puffer4,Puffer5,Prozessdauer,Gesamtzeit
0.305,0.863,0.424,0.273,0.371,556,563.5
0.04,0.437,0.099,0.756,0.575,615,629.6940000000001
0.851,0.081,0.143,0.118,0.28,516,522.4070666666667
0.713,0.272,0.708,0.256,0.032,384,392.52133333333336
0.349,0.982,0.07,0.734,0.98,361,381.0274
0.897,0.102,0.037,0.862,0.721,357,370.77500000000003
0.979,0.275,0.82,0.141,0.664,238,244.82326666666668
0.016,0.335,0.888,0.282,0.278,60,66.25919999999999
0.322,0.93,0.217,0.561,0.948,580,590.4714666666667
0.489,0.964,0.241,0.842,0.917,104,119.5302
0.383,0.735,0.024,0.151,0.026,598,601.3680666666667
0.566,0.199,0.32,0.667,0.299,508,523.8262
0.092,0.665,0.387,0.667,0.051,483,492.5437333333333
0.856,0.337,0.245,0.033,0.239,240,243.592
0.466,0.74,0.589,0.165,0.524,457,463.993
0.489,0.797,0.749,0.421,0.753,547,564.6022
0.986,0.031,0.332,0.455,0.056,385,392.4592
0.374,0.98,0.388,0.56,0.286,366,379.38026666666667
0.153,0.251,0.582,0.192,0.754,294,313.4292
0.548,0.296,0.975,0.749,0.815,330,348.56
0.632,0.652,0.367,0.612,0.964,111,125.42699999999999
0.814,0.266,0.363,0.357,0.458,194,204.6652
0.341,0.473,0.15,0.875,0.502,169,181.3952
0.363,0.995,0.529,0.233,0.418,597,606.2826666666666
0.944,0.679,0.217,0.101,0.946,210,226.71313333333333
0.331,0.637,0.267,0.827,0.883,611,627.8816666666667
0.509,0.594,0.655,0.615,0.96,33,47.562666666666665
0.67,0.678,0.865,0.979,0.242,452,470.19440000000003
0.64,0.75,0.1,0.178,0.904,374,384.22933333333333
0.669,0.239,0.716,0.646,0.077,42,57.4512
0.645,0.981,0.945,0.393,0.528,552,571.308
0.875,0.114,0.746,0.722,0.156,389,397.87806666666665
0.465,0.151,0.024,0.749,0.776,306,316.2866666666667
0.106,0.535,0.628,0.847,0.53,92,110.80253333333333
0.541,0.951,0.76,0.954,0.736,99,125.0672
0.759,0.777,0.602,0.093,0.482,518,533.1822
0.636,0.06,0.741,0.351,0.562,664,678.8655333333334
0.098,0.285,0.393,0.174,0.631,527,539.1557333333333
0.929,0.35,0.889,0.62,0.076,457,465.11013333333335
0.416,0.133,0.015,0.312,0.011,496,500.6013333333333
0.656,0.974,0.886,0.751,0.823,50,80.5398
0.045,0.759,0.1,0.074,0.578,85,91.732
0.351,0.379,0.99,0.78,0.429,445,462.4421333333333
0.658,0.971,0.438,0.447,0.732,261,278.4757333333334
0.816,0.025,0.638,0.757,0.905,323,334.71073333333334
0.881,0.881,0.304,0.806,0.051,153,164.72333333333333
0.965,0.714,0.054,0.525,0.22,160,169.59166666666667
0.354,0.183,0.838,0.46,0.267,665,675.6816666666667
0.161,0.388,0.91,0.086,0.099,581,585.8063999999999
0.098,0.611,0.213,0.736,0.044,278,288.246
0.36,0.636,0.762,0.257,0.176,311,317.6028
0.042,0.192,0.945,0.508,0.65,301,319.7946
0.197,0.692,0.332,0.387,0.915,51,67.24000000000001
0.524,0.43,0.082,0.857,0.505,426,435.09959999999995
0.697,0.727,0.125,0.639,0.115,219,230.31400000000002
0.424,0.434,0.786,0.398,0.741,443,456.7187333333333
0.898,0.965,0.173,0.634,0.027,93,99.018
0.764,0.29,0.481,0.927,0.922,339,353.8066666666667
0.467,0.094,0.105,0.763,0.846,399,412.2032
0.061,0.433,0.873,0.611,0.581,282,296.23199999999997
0.231,0.716,0.287,0.798,0.114,291,299.3813333333333
0.628,0.067,0.471,0.682,0.351,609,620.0966666666667
0.372,0.767,0.208,0.717,0.684,185,197.93306666666666
0.499,0.544,0.816,0.224,0.001,216,222.58133333333333
0.615,0.495,0.55,0.638,0.998,530,551.594
0.102,0.565,0.056,0.433,0.253,205,212.62146666666666
0.604,0.413,0.368,0.425,0.967,38,44.650600000000004
0.825,0.623,0.107,0.75,0.622,156,164.502
0.188,0.51,0.661,0.314,0.325,69,78.3104
0.045,0.273,0.605,0.708,0.392,584,597.4362666666667
0.471,0.707,0.565,0.737,0.036,195,207.52159999999998
0.042,0.681,0.377,0.942,0.19,335,356.759
0.295,0.067,0.654,0.271,0.502,59,66.98
0.863,0.77,0.963,0.175,0.058,147,157.8888
0.863,0.256,0.653,0.479,0.433,363,370.415
0.227,0.939,0.273,0.7,0.538,683,702.6326666666666
0.446,0.906,0.123,0.678,0.015,238,243.7749333333333
0.459,0.739,0.273,0.095,0.816,718,728.1024
0.872,0.685,0.78,0.256,0.937,87,103.46560000000001
0.698,0.795,0.577,0.551,0.33,479,488.4476
0.144,0.336,0.198,0.547,0.733,64,81.43119999999999
0.993,0.242,0.505,0.869,0.968,494,507.56960000000004
0.816,0.906,0.509,0.868,0.172,316,326.7502
0.938,0.799,0.61,0.268,0.712,483,497.3968
0.83,0.701,0.507,0.291,0.773,638,659.6622666666667
0.394,0.073,0.647,0.605,0.926,497,520.5098
0.303,0.241,0.989,0.301,0.918,679,701.274
0.815,0.523,0.827,0.394,0.599,214,224.6956
0.364,0.795,0.452,0.65,0.655,117,127.40966666666667
0.599,0.048,0.084,0.62,0.718,265,277.6306
0.478,0.344,0.114,0.698,0.343,515,526.2280000000001
0.985,0.59,0.93,0.947,0.061,294,318.12800000000004
0.964,0.197,0.12,0.918,0.083,556,566.836
0.786,0.781,0.914,0.795,0.156,550,563.8766666666667
0.117,0.812,0.118,0.318,0.088,129,135.59879999999998
0.663,0.073,0.661,0.031,0.346,656,664.6725333333333
0.577,0.767,0.949,0.774,0.848,494,511.2116
0.196,0.234,0.98,0.529,0.084,280,292.28000000000003
0.917,0.749,0.185,0.705,0.879,410,428.333
0.93,0.327,0.051,0.839,0.076,30,36.202733333333335
0.323,0.929,0.922,0.514,0.948,333,345.5258666666667
0.406,0.563,0.66,0.095,0.548,82,93.9376
0.489,0.531,0.609,0.138,0.583,46,60.14633333333333
0.267,0.136,0.529,0.42,0.193,559,566.9516666666666
0.617,0.696,0.472,0.0,0.224,42,51.696
0.859,0.918,0.347,0.296,0.613,415,429.373
0.484,0.144,0.97,0.608,0.657,339,349.0256
0.329,0.975,0.885,0.456,0.302,301,310.9216
0.983,0.914,0.534,0.254,0.244,566,575.7518666666667
0.442,0.076,0.248,0.282,0.184,314,321.67493333333334
0.164,0.378,0.66,0.34,0.646,268,281.48199999999997
0.499,0.979,0.112,0.619,0.779,683,706.2154666666667
0.219,0.781,0.251,0.481,0.239,471,480.7985333333333
0.085,0.076,0.985,0.174,0.22,129,137.64586666666665
0.988,0.364,0.428,0.02,0.234,350,355.09999999999997
0.964,0.009,0.011,0.381,0.552,680,693.0708666666667
0.268,0.708,0.342,0.805,0.176,159,170.804
0.136,0.466,0.4,0.491,0.24,83,96.76106666666666
0.801,0.444,0.673,0.67,0.494,343,359.5349333333333
0.385,0.388,0.762,0.406,0.187,664,670.8068000000001
0.98,0.357,0.969,0.712,0.811,719,750.4442666666666
0.959,0.878,0.081,0.631,0.85,272,286.9224
0.07,0.308,0.441,0.968,0.207,492,504.4488
0.103,0.029,0.004,0.732,0.618,258,268.73106666666666
0.565,0.661,0.066,0.434,0.682,720,728.6772000000001
0.847,0.037,0.024,0.727,0.283,91,101.632
0.879,0.87,0.371,0.073,0.112,488,491.9728
0.64,0.231,0.278,0.211,0.566,177,187.09799999999998
0.638,0.705,0.996,0.119,0.571,502,520.9652
0.124,0.559,0.981,0.128,0.945,690,705.0752
0.794,0.39,0.15,0.101,0.078,310,313.3816
0.959,0.653,0.838,0.422,0.255,362,376.9678666666667
0.374,0.582,0.381,0.261,0.561,286,299.06
0.505,0.45,0.697,0.923,0.258,534,554.9123999999999
0.236,0.736,0.493,0.206,0.959,215,229.67666666666665
0.236,0.369,0.764,0.45,0.546,543,557.5525333333334
0.858,0.863,0.478,0.459,0.22,647,658.1264
0.982,0.436,0.698,0.137,0.93,286,301.8530666666667
0.904,0.876,0.002,0.365,0.228,508,517.4716
0.151,0.564,0.541,0.015,0.091,554,561.9730000000001
0.423,0.961,0.9,0.453,0.165,572,587.8761333333333
0.961,0.215,0.098,0.948,0.098,397,402.5692
0.994,0.161,0.661,0.069,0.628,152,160.95333333333335
0.206,0.615,0.644,0.234,0.4,183,190.56480000000002
0.19,0.316,0.724,0.236,0.574,77,90.616
0.049,0.666,0.304,0.173,0.764,498,510.7026666666667
0.072,0.687,0.735,0.81,0.574,600,617.5698
0.895,0.776,0.449,0.753,0.152,237,249.61
0.61,0.076,0.288,0.993,0.053,574,588.4620666666667
0.094,0.437,0.036,0.941,0.231,560,568.7926666666666
0.752,0.96,0.993,0.257,0.327,631,650.9536
0.145,0.315,0.768,0.738,0.875,315,333.03706666666665
0.628,0.146,0.812,0.356,0.038,485,492.6206666666667
0.262,0.061,0.243,0.096,0.952,577,584.9255333333333
0.243,0.633,0.18,0.813,0.2,617,628.7618666666666
0.894,0.046,0.315,0.582,0.255,94,103.59226666666667
0.606,0.864,0.872,0.228,0.111,539,550.5506
0.047,0.52,0.098,0.869,0.343,312,329.0872
0.575,0.145,0.418,0.729,0.056,466,478.0473333333333
0.232,0.21,0.37,0.434,0.768,388,401.20840000000004
0.657,0.167,0.137,0.802,0.38,307,320.454
0.414,0.237,0.839,0.401,0.927,568,581.5015999999999
0.911,0.253,0.834,0.152,0.039,283,289.6108
0.854,0.653,0.822,0.85,0.277,526,543.5672
0.414,0.79,0.41,0.235,0.209,144,154.07073333333332
0.328,0.299,0.522,0.301,0.421,540,548.1214
0.269,0.278,0.864,0.443,0.121,320,330.4292
0.414,0.464,0.624,0.201,0.683,666,673.9285333333333
0.233,0.509,0.659,0.121,0.258,258,263.3354666666667
0.701,0.676,0.486,0.881,0.951,126,146.43599999999998
0.189,0.193,0.265,0.996,0.55,392,401.7248
0.61,0.776,0.953,0.85,0.579,61,82.8776
0.742,0.021,0.322,0.451,0.563,143,151.492
0.612,0.134,0.71,0.234,0.064,353,358.688
0.148,0.992,0.722,0.244,0.257,459,467.74533333333335
0.228,0.34,0.388,0.045,0.831,530,541.5326
0.692,0.454,0.143,0.869,0.004,647,658.7866666666666
0.534,0.546,0.582,0.021,0.878,444,460.21506666666664
0.098,0.56,0.503,0.088,0.645,268,281.86879999999996
0.377,0.026,0.174,0.328,0.31,196,200.82979999999998
0.332,0.789,0.2,0.861,0.518,642,656.24
0.714,0.229,0.512,0.583,0.749,420,436.9843333333333
0.153,0.074,0.293,0.803,0.357,651,664.5894000000001
0.577,0.09,0.697,0.233,0.189,685,696.3399999999999
0.736,0.119,0.958,0.266,0.208,106,119.09440000000001
0.901,0.893,0.667,0.43,0.714,478,495.9604
0.633,0.783,0.494,0.89,0.497,263,283.74879999999996
0.204,0.128,0.825,0.105,0.664,403,411.01
0.328,0.836,0.61,0.568,0.481,359,374.31260000000003
0.709,0.112,0.292,0.686,0.629,298,312.3696
0.995,0.715,0.292,0.569,0.979,303,317.6608
0.332,0.875,0.579,0.404,0.726,240,255.71266666666665
0.663,0.769,0.658,0.465,0.846,602,619.7926666666667
0.622,0.072,0.429,0.078,0.041,329,335.168
0.866,0.028,0.263,0.096,0.669,363,375.6933333333333
0.381,0.089,0.017,0.202,0.201,261,265.846
0.159,0.415,0.703,0.36,0.004,318,326.2044
0.404,0.792,0.128,0.875,0.448,422,428.4896
0.959,0.407,0.329,0.176,0.911,302,319.6418
0.034,0.555,0.383,0.263,0.859,89,103.77066666666667
0.759,0.918,0.801,0.729,0.437,579,597.8514666666667
0.129,0.767,0.122,0.082,0.171,225,231.424
0.169,0.004,0.725,0.427,0.358,551,561.14
0.072,0.946,0.448,0.26,0.71,219,227.95106666666666
0.735,0.343,0.066,0.89,0.124,48,56.1186
0.708,0.191,0.562,0.222,0.448,470,480.2336
0.863,0.965,0.475,0.38,0.502,98,113.39626666666668
0.112,0.118,0.701,0.429,0.327,659,661.7076
0.641,0.155,0.327,0.689,0.665,510,526.026
0.856,0.083,0.256,0.599,0.978,113,135.38746666666668
0.719,0.689,0.931,0.739,0.623,182,195.1532
0.496,0.257,0.583,0.343,0.293,362,366.8498666666667
0.693,0.089,0.729,0.038,0.798,560,568.16
0.81,0.849,0.265,0.334,0.356,178,186.13073333333332
0.026,0.313,0.047,0.545,0.558,440,449.9892
0.243,0.491,0.313,0.867,0.403,506,517.2156
0.196,0.671,0.986,0.255,0.6,230,244.76106666666666
0.419,0.045,0.722,0.828,0.205,292,307.89386666666667
0.453,0.465,0.965,0.116,0.543,552,564.4283333333334
0.796,0.025,0.221,0.766,0.855,39,56.696
0.409,0.575,0.349,0.553,0.704,89,99.0056
0.651,0.787,0.445,0.282,0.278,67,77.13000000000001
0.737,0.899,0.279,0.3,0.639,516,528.4272
0.216,0.063,0.296,0.907,0.008,454,460.20413333333335
0.792,0.863,0.69,0.02,0.44,122,138.94106666666667
0.275,0.919,0.796,0.313,0.467,623,639.7152
0.01,0.281,0.357,0.953,0.612,638,656.733
0.1,0.626,0.01,0.846,0.459,571,582.7683333333334
0.303,0.97,0.754,0.692,0.482,105,127.59366666666665
0.061,0.018,0.3,0.115,0.037,86,90.05026666666666
0.543,0.44,0.219,0.926,0.021,506,517.778
0.45,0.396,0.915,0.862,0.146,230,245.78566666666666
0.46,0.071,0.223,0.849,0.467,551,558.4688000000001
0.966,0.661,0.43,0.242,0.421,649,658.3113999999999
0.269,0.815,0.891,0.896,0.962,97,109.966
0.881,0.991,0.98,0.329,0.755,387,404.4304
0.553,0.214,0.647,0.946,0.258,574,587.3266666666667
0.505,0.903,0.804,0.196,0.445,515,539.7424
0.964,0.814,0.119,0.09,0.561,173,179.114
0.691,0.011,0.328,0.986,0.505,368,380.5212
0.798,0.912,0.715,0.67,0.407,204,221.69973333333334
0.373,0.11,0.452,0.361,0.643,243,259.29973333333334
0.732,0.564,0.412,0.35,0.799,584,599.2837999999999
0.894,0.733,0.407,0.095,0.334,488,495.8834
0.976,0.178,0.121,0.589,0.346,168,176.0934
0.97,0.069,0.322,0.923,0.472,490,501.91813333333334
0.337,0.822,0.564,0.546,0.528,307,323.4275333333333
0.185,0.368,0.308,0.186,0.792,559,570.7882
0.121,0.126,0.541,0.462,0.03,661,667.9229333333333
0.469,0.921,0.66,0.871,0.552,674,698.5816666666667
0.809,0.083,0.646,0.29,0.1,68,78.0606
0.605,0.458,0.703,0.542,0.581,321,337.8258
0.062,0.821,0.504,0.472,0.293,201,210.6345333333333
0.02,0.145,0.87,0.857,0.061,625,637.4189333333334
0.387,0.563,0.053,0.678,0.136,107,116.4528
0.826,0.069,0.26,0.918,0.069,407,415.8335333333333
0.874,0.539,0.308,0.067,0.848,182,199.22933333333333
0.616,0.842,0.606,0.255,0.045,455,461.7931333333333
0.215,0.787,0.395,0.161,0.02,285,290.94879999999995
0.299,0.763,0.765,0.01,0.574,202,213.248
0.402,0.134,0.914,0.049,0.827,36,50.9698
0.489,0.546,0.131,0.752,0.599,303,314.6996
0.105,0.502,0.907,0.256,0.458,147,160.81173333333334
0.286,0.945,0.128,0.892,0.383,326,338.86879999999996
0.479,0.431,0.135,0.8,0.192,644,657.3869333333334
0.254,0.229,0.604,0.333,0.206,704,714.7492
0.305,0.765,0.974,0.208,0.853,221,239.39413333333334
0.314,0.459,0.919,0.428,0.59,304,316.1114
0.787,0.015,0.824,0.863,0.625,144,166.36293333333333
0.383,0.738,0.403,0.352,0.808,411,429.7352
0.332,0.138,0.655,0.641,0.381,308,319.2672
0.641,0.128,0.024,0.631,0.73,422,439.1432
0.52,0.905,0.719,0.389,0.99,237,253.85593333333333
0.351,0.551,0.805,0.619,0.209,132,144.8076
0.431,0.327,0.183,0.734,0.17,706,716.1173333333334
0.354,0.916,0.75,0.271,0.168,220,230.60000000000002
0.184,0.713,0.169,0.192,0.772,37,46.89266666666666
0.255,0.397,0.437,0.929,0.669,410,429.47006666666664
0.066,0.86,0.144,0.609,0.735,500,512.2158666666667
0.973,0.917,0.441,0.373,0.943,111,127.5392
0.554,0.073,0.98,0.532,0.295,235,248.0374
0.468,0.244,0.56,0.569,0.046,206,213.8844
0.556,0.066,0.528,0.44,0.605,260,274.5844666666667
0.815,0.238,0.949,0.475,0.375,100,111.60573333333333
0.853,0.757,0.794,0.444,0.981,570,598.194
0.155,0.13,0.93,0.964,0.042,375,384.2099333333333
0.84,0.867,0.768,0.654,0.033,256,265.70140000000004
0.014,0.55,0.83,0.845,0.867,441,458.3558
0.937,0.539,0.067,0.131,0.039,62,68.45700000000001
0.863,0.661,0.192,0.384,0.568,662,675.7982000000001
0.526,0.411,0.113,0.576,0.026,616,625.0662
0.005,0.763,0.436,0.134,0.759,637,649.4280000000001
0.685,0.514,0.863,0.73,0.503,556,573.5265999999999
0.157,0.234,0.816,0.668,0.99,267,293.381
0.863,0.304,0.012,0.643,0.538,697,710.0867333333334
0.325,0.847,0.99,0.022,0.175,346,353.1424
0.835,0.185,0.529,0.978,0.061,249,257.87806666666665
0.637,0.793,0.739,0.683,0.601,222,242.354
0.117,0.178,0.984,0.911,0.585,244,259.32413333333335
0.692,0.613,0.353,0.963,0.121,673,687.868
0.824,0.697,0.577,0.85,0.066,536,549.8222
0.864,0.785,0.823,0.932,0.982,71,85.44373333333334
0.326,0.867,0.204,0.467,0.866,677,696.514
0.75,0.256,0.167,0.709,0.972,401,417.3956
0.535,0.97,0.665,0.252,0.377,382,395.2534
0.892,0.126,0.982,0.39,0.283,429,438.41999999999996
0.992,0.275,0.794,0.99,0.705,311,341.424
0.502,0.639,0.562,0.594,0.0,570,577.7893333333333
0.756,0.578,0.554,0.382,0.299,595,608.194
0.321,0.427,0.542,0.991,0.964,31,44.902
0.364,0.516,0.678,0.404,0.007,412,420.8070666666666
0.559,0.507,0.848,0.913,0.784,553,580.2743333333334
0.537,0.704,0.633,0.306,0.89,620,647.2849333333334
0.491,0.883,0.08,0.795,0.874,506,533.4618
0.702,0.067,0.133,0.861,0.934,35,45.595533333333336
0.947,0.14,0.776,0.534,0.937,194,209.21813333333333
0.17,0.99,0.597,0.256,0.206,406,414.79266666666666
0.414,0.049,0.112,0.782,0.904,261,274.0272
0.713,0.859,0.449,0.273,0.128,175,185.65266666666665
0.517,0.828,0.011,0.506,0.822,483,500.236
0.663,0.734,0.065,0.724,0.681,286,298.6529333333333
0.183,0.684,0.285,0.065,0.02,629,633.7944
0.161,0.133,0.045,0.308,0.651,576,590.4738
0.687,0.364,0.538,0.945,0.551,288,302.0272
0.276,0.052,0.291,0.468,0.307,144,150.524
0.736,0.162,0.955,0.106,0.216,269,279.49606666666665
0.343,0.004,0.071,0.034,0.847,315,320.92199999999997
0.308,0.093,0.226,0.069,0.446,91,97.13
0.728,0.532,0.449,0.457,0.99,366,383.18946666666665
0.042,0.608,0.536,0.58,0.146,384,392.6768
0.947,0.487,0.404,0.027,0.58,716,723.3692
